id,Category,Intension,Augmented Intension with GPT4
00126,MarketingMaterials,Create a logo for a local oil farm in Greece that emphasizes the use of fresh and organic ingredients. The logo features an olive branch illustration and includes the text 'Local Oil Farm' and 'LIVE' with the number '019'.,"An earthy and organic logo for a Greek local oil farm. The design highlights a beautifully detailed olive branch, symbolizing freshness and purity. The words 'Local Oil Farm' are inscribed in a rustic, hand-drawn font. Centered beneath, the word '脫LIVE' appears bold and imposing, with the number '019' subtly incorporated, signifying the farm's establishment year."
00127,MarketingMaterials,Design a colorful store logo with an illustration of leaves to represent a fresh and vibrant shopping experience. The store may be named TB.,"Envision a vibrant, circular logo for a store named ""TB"". In the heart of the logo, a burst of colorful, lush leaves, ranging from deep emerald green to bright lime, symbolizes freshness. Each leaf, beautifully detailed, seems to dance, creating a lively, inviting atmosphere, symbolizing an energetic shopping experience."
00128,MarketingMaterials,Design a logo for a skincare products store with a focus on natural and gentle skincare. The brand name is MI Skin Care & Shop (TB),"An elegant logo for ""MI Skin Care & Shop"". The logo features a delicate, hand-drawn aloe vera plant, symbolizing natural and gentle skincare, nestled within a minimalist, circular border. The brand name, in a sophisticated, earth-toned font, gracefully arches over the aloe vera illustration."
00129,MarketingMaterials,Create a flyer for Holy Week events and Easter services to celebrate and promote Easter holidays.,"A vibrant, joyful flyer portraying the Holy Week and Easter services. The top half is adorned with a radiant cross under a pastel sunrise, reflecting the beginning of Holy Week. The bottom half showcases colorful Easter eggs nestled in a bed of fresh spring flowers, symbolizing the Easter celebration. In the center, elegant, easy-to-read text provides details of the events, surrounded by soft, fluttering cherry blossom petals."
00130,MarketingMaterials,Create a logo for a honey brand called Royal Honey with a playful and fun design that showcases the sweetness and naturalness of the product.,"Picture a vibrant, whimsical logo for 'Royal Honey'. The 'R' in Royal is a playful golden crown adorned with tiny, sparkling gemstones. The 'H' in Honey is a lively, dripping honeycomb, glistening in the sunlight. The word 'Honey' is written in a fun, childlike script, emphasizing the sweetness and naturalness of the product. Bubbly bees, with tiny crowns on their heads, are cheerfully buzzing around the logo, adding a touch of fun and playfulness."
00131,MarketingMaterials,Create a coupon that promotes a garden design service offered by Yard Culture. The coupon is a gift voucher valued at $49 and can only be used once. It is valid until November 15th. The coupon number is No:7496-4587.,"An elegantly designed gift voucher from Yard Culture that promotes their esteemed garden design service. The voucher, worth $49, is depicted with lush green leaves and vibrant flowers bordering its edges. In the center, the validity date 'November 15th' is prominently displayed, along with the unique coupon number 'No:7496-4587'. A gentle reminder, 'Can only be used once' is subtly placed at the bottom."
00132,MarketingMaterials,"Design a gift certificate for a cheese tasting experience, highlighting the freshness and deliciousness of the cheese. The certificate is for a Taste Cheese event.","An enticing gift certificate for the 'Taste Cheese' event, elegantly designed with a backdrop of succulent, fresh cheese varieties. The foreground boasts a golden, embossed font, promising an unforgettable cheese tasting experience. Swirls of rich, creamy Brie, sharp Cheddar, and tangy Gorgonzola are artfully depicted, their vivid colors and textures highlighting their absolute freshness and irresistible deliciousness."
00133,MarketingMaterials,Create a gardening coupon with a promotion offering 15% off at the Plantlife store called The Foin.,"An appealing gardening coupon, bathed in a warm, inviting green, with a tantalizing promotion of 15% off boldly displayed in elegant, golden script. In the background, a vibrant arrangement of blooming flowers and lush foliage representative of The Foin, a store for plant enthusiasts, named The Plantlife. A cleverly designed bar code subtly incorporated into a decorative leafy vine pattern completes the image."
00134,MarketingMaterials,"Create a gift certificate for a flower shop. The certificate can be used to purchase floral arrangements, bouquets, and plants. The design should showcase the beauty and freshness of the flowers offered in the store. The color scheme should be predominantly pink with floral frames.","Imagine a vibrant, square gift certificate for an enchanting flower shop. At its heart, delicate, hand-written calligraphy announces the certificate's purpose. Surrounding the text, an opulent frame of fresh, dew-kissed roses in various shades of pink and blush, their petals in full bloom, beautifully captures the spirit of the store. The overall color scheme is a harmonious blend of soft pinks, with hints of green from the leaves, reflecting the freshness and beauty of the store's offerings."
00135,MarketingMaterials,Create a festive poster for a Cinco de Mayo sale event with a Mexican fiesta theme. The poster emphasizes a discount up to 50% off and encourages customers to shop now.,"Envision a vibrantly colored Cinco de Mayo sale poster, brimming with Mexican fiesta flair. A bustling marketplace scene serves as a backdrop, with lively mariachi music notes floating in the air. The poster is dominated by a golden ""50% off"" emblem, styled like a pinata, promising a hefty discount. The words ""Shop Now"" are boldly scribed at the bottom, underscored by a cheerful sombrero and serape, inviting customers to partake in the festive savings."
00136,MarketingMaterials,"Design a gift certificate for the Akarui fanbase merch. The certificate can be used to purchase gaming merch related to futuristic, cyberspace, and virtual reality themes.","An electrifying Akarui fanbase gift certificate, glowing in vibrant neon colors of cyberspace blue and virtual reality purple. The design features holographic futuristic gaming devices, pixelated controllers, and a sleek VR headset. It sparkles with a promise of an immersive, technologically advanced gaming experience, a passport to the realms of cyberpunk fantasy."
00137,MarketingMaterials,"Design a gift certificate for a website or store that sells electronic gadgets and accessories, emphasizing on the modern and innovative aspect of the products. The website address is www.wizard.com.","An enticing gift certificate design for a cutting-edge electronic gadget and accessory store. The certificate is a sleek, metallic silver with electric blue accents, reflecting the modern and innovative aspect of their products. In the center, the website address, www.wizard.com, is boldly written in an innovative, digital font. The certificate is adorned with subtle, holographic icons of popular gadgets, giving it a futuristic look."
00138,MarketingMaterials,"Create a gift certificate for electronic gadgets and games with a fun and playful design that showcases the innovative and futuristic nature of the products. The certificate is for Oniisan and can be used to purchase accessories, headsets, equipment and other virtual reality devices and games.","An electrifying gift certificate tailored for Oniisan, bursting with vibrant hues of neon blue and electric pink. The design encapsulates a whimsical, futuristic cityscape brimming with innovative gadgets like virtual reality headsets, high-tech accessories, and cutting-edge gaming equipment. Sleek game characters engage in dynamic play, symbolizing the endless possibilities this certificate offers in the enthralling world of electronic games and devices."
00139,MarketingMaterials,"Design a poster for a back to school scooter sale, targeting parents who want to provide a fun and safe ride for their children to school. Offer a 40% discount on the best scooters for kids.","An energetic poster with a vibrant color palette, showing joyful children safely riding top-quality scooters. Bold text announces, ""Back to School Scooter Sale!"" A prominent ""40% off"" starburst highlights the best scooters for kids. Parents are seen looking on contentedly, knowing they've chosen a fun, safe ride for their children to school."
00140,MarketingMaterials,Design a poster to promote a charity bike ride event to raise funds and support for a humanitarian cause. The event will be held on June 26th and the website for registration and donation is www.funbike.com.,"An impactful poster with a captivating image of a diverse group of cyclists, silhouetted against a vibrant sunrise. They are pedaling energetically on a trail that winds through a serene countryside. The text, boldly standing out against the sky, reads ""Join us on June 26th for a Charity Bike Ride!"" Beneath, a smaller text urges ""Support our humanitarian cause at www.funbike.com"". The bottom of the poster features a compelling tagline: ""Pedal for a Purpose."""
00141,MarketingMaterials,Create a gift certificate for school food promotion. The certificate can be used for purchasing healthy meals during lunchtime.,"An eye-catching gift certificate, brimming with vibrant colors, designed for a school food promotion. The certificate features a delightful montage of fresh, healthy meals like crisp salads, juicy fruits, and whole grains. It's imprinted with the words ""For Nutritious Lunchtime Delights"". A golden seal of authenticity gleams at one corner, emphasizing its value and purpose."
00142,MarketingMaterials,Design a logo for an architectural solutions company named ARCHITECH with a futuristic and innovative concept. The logo incorporates the company name and the symbol 'Prisma'.,"Envision a sleek, modern logo for an innovative architectural solutions company named ARCHITECH. The design is dominated by the company name, etched in futuristic, sharp-edged typography. The 'A' is subtly replaced by a visually striking, three-dimensional 'Prisma' symbol, signifying the prism's transformative and multifaceted nature, symbolizing the company's ability to provide diverse, innovative solutions."
00143,MarketingMaterials,"Create a logo for a beauty salon and eyelash extension services, with a focus on beauty and relaxation. The business name is Beauty & Lash Lounge.","Envision a stylish and serene logo for 'Beauty & Lash Lounge'. The logo features a delicate, feminine silhouette with long, fluttery eyelashes, surrounded by an aura of tranquility. The business name, in elegant, flowing script, is subtly embellished with tiny, twinkling stars, suggesting a magical transformation. In the background, soft, soothing hues of lavender and mint green evoke a sense of relaxation and rejuvenation."
00144,MarketingMaterials,Create a logo design for a camping shop with a mountain illustration that conveys a sense of adventure and outdoor exploration. The brand name is Mountain STAR.,"An invigorating logo for a camping shop named Mountain STAR. The design features a bold, hand-drawn illustration of a majestic mountain range with intricate details, conveying a sense of adventure and outdoor exploration. The mountain peak is replaced by a shining star, hinting at the brand's name and its promise of thrilling experiences."
00145,MarketingMaterials,Create a coupon for a men's watch sale with a focus on casual watches. The coupon offers a 50% discount and can be used to get $50 off any purchase. The coupon is valid until December 2022.,"An eye-catching coupon for a men's casual watch sale, featuring a prominent 50% off label splashed across in bold. A variety of laid-back watch styles are artistically scattered around, representing a wide selection. At the coupon's center, a striking tagline offers an additional $50 off any purchase. The coupon's validity, until December 2022, is tastefully displayed at the bottom."
00146,MarketingMaterials,"Create a logo for a bakery with a focus on wholesome, delicious pancakes. The color scheme is pink and the brand name is Pinky Pancake.","Envision a charming, round logo representing Pinky Pancake. In the center, a stack of golden-brown pancakes, oozing with glossy, amber maple syrup sits on a rustic wooden table. Flanking the pancakes are stalks of ripe wheat, symbolizing wholesomeness. The background is a soft blush pink, radiating warmth and sweetness. The brand name, 'Pinky Pancake' curves around the top edge in a playful, cursive font."
00147,MarketingMaterials,Design a cutting-edge logo for a real estate agency named Golden Home.,"Envision a sleek, modern logo that encapsulates the essence of 'Golden Home.' The design features a minimalist golden house icon, with its roof and walls forming the 'H' of 'Home.' The word 'Golden' is written in a bold, elegant typeface above 'Home,' both glowing in a rich, warm gold against a crisp white background, symbolizing prosperity, trust, and quality in real estate."
00148,MarketingMaterials,"Create a festive flyer to promote a Christmas in July party. Include traditional Christmas elements such as a Christmas tree and gifts, while also incorporating a summer theme with the text 'It's hot and it ain't snowin''. Make sure to include the company name and spread holiday cheer with the message 'Merry Christmas holly July'.","A vibrant, tropical flyer, bursting with Christmas joy in the heart of July. In the center, a lush, verdant Christmas tree adorned with twinkling fairy lights, seashells, and vibrant hibiscus blooms. Beneath the tree, a pile of brightly wrapped gifts in sunlit shades of yellow and orange. The company name, etched in a playful, candy cane font at the top. Bold, cheerful text proclaiming 'It's hot and it ain't snowin'' floats on a wave of cool, azure ocean. The message 'Merry Christmas Holly July' sparkles at the bottom, spreading irresistible holiday cheer."
00149,MarketingMaterials,"Design a gift certificate for family travel insurance, emphasizing safety and protection for parents and children during vacations.","A meticulously designed gift certificate, showcasing a safe, gleeful family vacation. The foreground features a radiant protective bubble enveloping a family of four, joyfully exploring a picturesque landscape of towering mountains and sparkling seas. The parents, equipped with travel gear, ensure the children's safety, symbolizing the comfort and protection offered by the travel insurance."
00150,MarketingMaterials,Create a gift certificate for a car rental service. The design features a retro/vintage blue car to convey a fun and adventurous vibe. The website address is www.yourname.com.,"An enticing gift certificate design for a car rental service. The central element is a charming vintage blue car, symbolizing a sense of nostalgia and adventure. The car's glossy paint sparkles under a warm sunset, parked on a dusty road that disappears into a picturesque horizon. The service's website address, www.yourname.com, is stylishly inscribed in a whimsical font at the bottom."
00151,MarketingMaterials,Design a gift certificate for a travel insurance company that offers a 30% discount for all kinds of travel.,"Picture a vibrant gift certificate for a leading travel insurance company. A globe subtly watermarked in the background, planes, and ships creatively darting across. Emblazoned on the center in bold, gold lettering is the irresistible offer: ""30% Discount on All Travel Insurance Policies"". Borders of the certificate are adorned with famous landmarks, adding a touch of wanderlust. The company's logo sits proudly at the top, promising security and peace of mind for all journeys."
00152,MarketingMaterials,Design a flyer to promote a Thanksgiving pumpkin sale offering a 30% discount.,"An enchanting autumnal scene unfolds on a vibrant flyer. The centerpiece is a robust, orange pumpkin sitting on a haystack, bathed in the soft, golden hues of the setting sun. Fall leaves flutter gently in the cool breeze. Emblazoned above, the words ""Thanksgiving Pumpkin Sale!"" in a rustic, inviting font. Beneath, a striking tagline announces a tempting ""30% Discount!"" engulfed in a burst of fiery fall colors."
00153,MarketingMaterials,Create a Thanksgiving gift certificate with an elegant and sophisticated design that offers a 50% discount on decorations. The message wishes a happy Thanksgiving to the recipient.,"An exquisite Thanksgiving gift certificate, intricately designed with elegance and sophistication. The main motif is a cornucopia, symbolizing abundance, overflowing with autumnal hues of leaves, pumpkins, and corn. Emblazoned across the center in an elegant script is an offer of '50% off on Thanksgiving Decorations'. A warm, heartfelt message wishing 'Happy Thanksgiving' adorns the bottom, set against a backdrop of a rustic wooden table."
00154,MarketingMaterials,Design a flyer to promote a Black Friday weekend sale event for a retail store. Use the text BLACK and FRIDAY prominently and emphasize the idea of getting the best prices of the year.,"A dynamic flyer design screaming excitement with the words ""BLACK FRIDAY"" emblazoned in bold, contrasting white on a stark black background. A swarm of red price tags fluttering around, symbolizing unbeatable deals. The phrase ""Best Prices of the Year"" stands out in a captivating golden font, promising the ultimate savings. The entire scene framed by the silhouette of a bustling retail store, capturing the spirit of a thrilling shopping spree."
00155,MarketingMaterials,"Create a gift certificate for a luxurious perfume product called NU DE. The certificate is worth 50ml of eau de parfum from the Shop Name, and can be redeemed on the website www.websitename.com.","An elegant gift certificate set against a background of velvety black. The certificate reads '50ml NU DE Eau de Parfum' in metallic silver calligraphy. The shop's name is embossed in radiant gold beneath it. A delicate, hand-drawn image of a perfume bottle adorns the lower right corner, while the website www.websitename.com glistens in the lower left."
00156,MarketingMaterials,Design a luxurious cruise trip advertisement that promotes all-inclusive packages. Include the company's name and website URL.,"An opulent cruise ship, 'Sea Serenity', gliding effortlessly across the sapphire blue ocean under the radiant sunset. The ship's decks are adorned with glistening pools, gourmet restaurants, and lively entertainment areas. In the sky above, the phrase ""All-Inclusive Luxury Packages"" is written in elegant, golden letters. Beneath the ship, the company's name 'Maritime Bliss' and the website URL 'www.MaritimeBliss.com' are etched in stylish, white typography against the deep blue of the sea."
00157,MarketingMaterials,"Create a poster to advertise a local grocery shop that emphasizes freshness and promotes healthy eating through the use of green vegetables. The shop is located at 11150 State 21, Ottawa and is named TERIYA. The shop is open 24/7.","An eye-catching poster advertising TERIYA, a local grocery shop located at 11150 State 21, Ottawa. The centerpiece is a vibrant display of fresh, dew-kissed green vegetables, symbolizing health and vitality. The shop's name is embossed in bold, friendly letters, surrounded by a subtle motif of a 24/7 clock to denote its round-the-clock service. The underlying theme of the poster emphasizes freshness and promotes a lifestyle of healthy eating."
00158,MarketingMaterials,"Create an advertisement poster for a college merchandise store that has been operating since 1991. The design should focus on college and university branded gear, including clothes, backpacks, and bags.","An eye-catching poster featuring a store that has been a part of the college community since 1991. The store's facade is adorned with college and university banners, proudly showcasing their long-standing support. The window display is filled with an array of branded gear such as stylish clothes, durable backpacks, and trendy bags, all bearing the emblems of various institutions. The vintage touch of the store complements the modern merchandise, creating a fusion of tradition and trend."
00159,MarketingMaterials,Design a poster to advertise a virtual reality event. The poster should emphasize the ability to create one's own experience. The website for the event is www.yoursite.com.,"Visualize a vibrant poster. The centerpiece is a large, 3D holographic headset radiating a spectrum of colors, representing the infinite possibilities of virtual reality. Emerging from the headset, a variety of scenes: a lush forest, a bustling cityscape, a tranquil beach, an alien planet, all symbolizing user-created experiences. Bold, futuristic fonts spell ""Create Your Reality"" above the website address, www.yoursite.com, at the bottom."
00160,MarketingMaterials,"Design a flyer for a book fair with free drinks and snacks, showcasing the variety of books available and the discount offered. The website address is www.yourweb.com and the fair is scheduled for Monday to Friday, 22 May 2023 at 10:00 AM.","A colorful flyer illustrating a lively book fair event. The background is adorned with high stacks of books in a variety of genres, creating an inviting maze. In the foreground, a table is laden with enticing free drinks and snacks. Eye-catching, golden text announces a special discount, while the website address, www.yourweb.com, is displayed prominently. The dates, 'Monday to Friday, 22 May 2023' and the time '10:00 AM', are highlighted with a burst of light."
00161,Posts,"Design a car sale ad for a white hatchback automobile that showcases its shiny and sleek appearance. The ad should include the price of $13,900 and a monthly payment estimate of $179. The website for further information is CALIPSUN.CO.UK.","An eye-catching car sale ad featuring a glossy white hatchback automobile, gleaming under the glow of a soft spotlight. The car's sleek contours and sparkling rims are accentuated. Bold, crisp letters in the corner proclaim the enticing price of $13,900, with a monthly payment estimate of $179 highlighted beneath. A smart, clickable URL, CALIPSUN.CO.UK, is displayed prominently for further details, serving as a beacon for potential buyers."
00162,Posts,"Create an Instagram story for a tourist review that showcases the positive experience of a boutique hotel, particularly its exceptional service. The review is from Judy Peterson.","""[An elegant, vintage-style boutique hotel sits majestically under a soft pink sunset. Judy Peterson, a vibrant tourist with a beaming smile, is in the foreground, holding a silver tray of complimentary gourmet chocolates brought by a courteous bellhop. The lavish lobby, resplendent with chandeliers and plush furniture, is subtly visible through the open door behind her. The caption reads, 'Exceptional service at its finest! #BestVacationEver']"""
00163,Posts,Promote a collection of exclusive watches at discounted rates. Encourage people to upgrade their style with elegant and stylish watches. The discount rate is up to 40%. The promotion is advertised on Instagram Story.,"A grand display of our exclusive timepiece collection, each watch exuding elegance and style, set against a sophisticated black background. The watches are embedded with intricate details and shimmering dials. A bold, eye-catching '40% off' sign is placed prominently, urging viewers to upgrade their style. On the top corner, the Instagram Story's 'Swipe Up' prompt is nestled, symbolizing the immediacy of this limited-time offer."
00164,Posts,Design an advertisement for a bakery that focuses on their menu of delicious cakes and pastries. The ad is intended for Instagram story.,"An enticing Instagram story advertisement for a bakery, showcasing a dazzling display of cakes and pastries. The bakery's name is elegantly scripted at the top. Below, freshly-baked, golden croissants, glossy fruit tarts, and mouth-watering, multi-layered cakes occupy the frame. Sprinkles of powdered sugar, like a dusting of snow, add a final touch. The menu, written in playful, chalkboard-style font, peeks from the corner."
00165,Posts,Create an Instagram story with winter photography tips and a stunning mountain landscape in the background. Encourage followers to 'swipe up' for more information.,"An alluring Instagram story unfolds, featuring a breathtaking panoramic view of snow-dusted mountain peaks under a clear, azure sky. A translucent layer of text overlays, offering invaluable winter photography tips in an easy-to-read, stylish font. An animated, playful arrow playfully bounces at the bottom, beckoning followers to 'Swipe Up' for a deeper dive into the art of winter photography."
00166,Posts,"Design a cute and festive Christmas greeting for Instagram story using cartoon elements such as trees, socks, and candy cups. The text should read 'Merry Xmas'.","A delightful, cartoonish Christmas scene for an Instagram story. A snowy landscape dotted with charmingly exaggerated pine trees laden with twinkling, multicolored lights. Oversized, candy-striped socks are hung playfully from the branches, brimming with miniature candy cups. The words 'Merry Xmas' appear in jovial, frosty letters, sparkling against the starlit backdrop."
00167,Posts,Create an Instagram story to promote a special offer of 30% discount on the autumn collection. Encourage users to visit the website by including a link in bio.,"A vibrant autumnal landscape with leaves in shades of gold, amber, and crimson cascading from the trees. A sleek banner sweeps across the scene, displaying the text ""30% off Autumn Collection"". A stylish arrow gently points downwards towards a glowing ""Link in Bio"" button. The whole image exudes an irresistible allure, beckoning Instagram viewers to partake in this exclusive offer."
00168,Posts,"Create a motivational Instagram story to support Ukraine during a time of crisis. Encourage people to stand with Ukraine and promote the message of 'no war'. Use the colors of the Ukrainian flag, blue and yellow.","A powerful image where a sea of determined faces rises from a radiant Ukrainian flag in the background. The top half, in vibrant blue, symbolizes the sky, while the bottom half in bright yellow represents vast wheat fields. Overlaying the image is a bold text in white, 'Stand with Ukraine, No More War'. The image radiates unity, resilience, and hope, encouraging global solidarity."
00169,Posts,Create an Instagram story to promote a lunch special at a restaurant with a 25% discount. The restaurant's handle is @goodfood.,"A glamorous Instagram story for @goodfood, showcasing a tantalizing lunch special. A plate brimming with vibrant, delicately arranged food sits on a rustic wooden table. An elegant, eye-catching 25% discount banner sweeps across the image, igniting the viewer's anticipation. In the background, soft sunlight filters through the restaurant's windows, casting a warm, inviting glow over the scene."
00170,Posts,Promote a new skincare product that is made from natural and organic ingredients. The product is a cosmetic oil that comes in a bottle. Encourage customers to buy the product with the call-to-action 'SHOP NOW'.,"Behold a sleek, amber-hued bottle of our new, all-natural skincare oil nestled amidst lush organic foliage. The oil glistens under soft, natural light, capturing its pure essence. A bold, yet elegant banner unfurls across the scene, embossed with the inviting words 'SHOP NOW', thus enticing the viewer to indulge in this botanical luxury."
00171,Posts,Promote a quick and easy salad recipe that is both healthy and budget-friendly.,"A vibrant plate of a simple, yet enticing salad: a bed of crisp, organic lettuce, a scattering of ruby-red cherry tomatoes, golden corn kernels, and thinly sliced cucumbers. A spoonful of homemade dressing on the side, and a small chalkboard sign proclaiming 'Quick, Easy & Budget-Friendly'."
00172,Posts,Create an Instagram story frame with a futuristic and fantasy-like design that features a man in an astronaut helmet and a space-themed background. The text #ThisIsMetaLife and SPACEDOUT are included.,"Imagine a riveting Instagram story frame, steeped in a blend of futurism and fantasy. The central focus is a man, his face enigmatically hidden behind the reflective visor of an astronaut's helmet. Surrounding him, a cosmic backdrop unfolds; a tableau of distant galaxies, nebulous stardust clusters, and fluorescent constellations. Floating ethereally within this space odyssey are the holographic texts, #ThisIsMetaLife and SPACEDOUT, their letters shimmering like celestial bodies."
00173,Posts,Promote a lunch offer featuring a healthy and delicious grilled salmon steak. Encourage customers to visit the restaurant or check out the account's page for more information.,"An enticing image promoting a lunch offer featuring a glistening, perfectly grilled salmon steak set on a bed of vibrant, fresh vegetables. A stylish banner flies across the image, inviting customers to visit the restaurant or explore the account's page for more delectable offers. The background subtly hints at a cozy, welcoming restaurant ambiance."
00174,Posts,Create an Instagram story to raise awareness about climate change and environmental damage. Encourage people to go green and follow eco-friendly practices.,"An impactful Instagram story highlighting the dire effects of climate change. The initial slide reveals a once lush green forest, now barren and ashen under a smoky, ominous sky. The second slide transitions to a vibrant, eco-friendly city thriving with renewable energy sources, extensive greenery, and people happily participating in sustainable practices. The story ends with a compelling call-to-action for adopting a greener lifestyle to restore our planet's health."
00175,Posts,Promote a cheesy Italian pizza with a discount offer of 30% for the first order. Encourage customers to visit the restaurant or order online. The promotion is for a limited time only.,"An enticing, mouthwatering Italian pizza loaded with an abundance of melted cheese, sitting elegantly on a rustic wooden table. A bold, red banner sweeps across the image, proudly promoting a hefty 30% discount for first-time orders. The backdrop subtly suggests the cozy ambiance of the restaurant, inviting customers to dine-in, while a small icon encourages online orders. A ticking clock in the corner highlights the urgency, creating a sense of the offer's limited availability."
00176,Posts,Create an Instagram story promoting a special Christmas offer for a chocolate drink. The offer includes a 20% discount and encourages customers to order now.,"A lively Instagram story background adorned with twinkling Christmas lights and falling snowflakes. The center features a steaming mug of rich, creamy chocolate drink topped with whipped cream and a sprinkle of cocoa. The text, written in vibrant red and white, shouts, ""20% off on our special Christmas Chocolate Drink! Order Now to sip the warmth of the holidays!"""
00177,Posts,Create an advertisement for a New Year's special offer on a coffee maker. The discount is 35% off.,"An eye-catching advertisement for a sleek, modern coffee maker. The machine gleams under the warm glow of festive New Year lights, with steam gently rising from a freshly brewed cup of coffee beside it. A bold, red ribbon winds around the machine, leading to a vibrant tag boasting a 35% off New Year's special offer. Confetti sprinkles the scene, representing the joy and anticipation of the approaching year."
00178,Posts,Create a graphic design promoting a super sale on all items for Valentine's Day with discounts up to 50% off.,"A vivid graphic design that shouts a Super Valentine's Day Sale. The backdrop is a heart-shaped pink nebula, with radiant gold stars twinkling like discounted treasures. Bold, swirly text at the center announces ""All items 50% off"". Framing the corners are cupid-shaped price tags, their arrows pointing towards the exciting deal."
00179,Posts,"Create a Valentine's Day promotion graphic for a store, advertising a sale on all gifts with up to 50% off. The design should feature the theme of love and use the colors red and grey. The store name should be prominently displayed.","An enchanting Valentine's Day promotional graphic for a store, bathed in hues of passionate red and sophisticated grey. A heart-shaped emblem, adorned with a shimmering 50% off tag, radiates love and generosity. Exquisite gifts of various shapes and sizes, all bearing discounted price tags, are scattered artfully around. The store name confidently takes center stage, inviting customers in with its bold, elegant typography."
00180,Posts,Create a LinkedIn post promoting a marketing skills upgrade training program for startups. Encourage the audience to read more and visit the website for more articles. Include the company name.,"A vibrant, digital LinkedIn post from 'Your Company Name' captures your attention. Bold, dynamic text announces a cutting-edge 'Marketing Skills Upgrade Training' tailored for startups. A tantalizing snippet of an informative article entices readers, promising a wealth of knowledge with a click. An inviting button, pulsating with an irresistible call to 'Visit Our Website', urges engagement and exploration for more enriching articles."
00181,Posts,"Announce the grand opening of a cute and trendy nail shop. The opening date is Feb 25, 20XX and users should swipe up to find out more information.","Picture a quaint, yet fashionable nail salon on a sunny day with the date ""Feb 25, 20XX"" emblazoned on a ribbon-cutting banner. The salon's vibrant and trendy colors stand out, promising the latest in nail fashion. A subtle, animated arrow points upwards, inviting users to swipe up for more details."
00182,Posts,Create a LinkedIn post to congratulate a young woman on her graduation. The design should be cheerful and celebratory. Use the text 'Happy Graduation' and 'Greetings' prominently in the post.,"A vibrant LinkedIn post celebrating a young woman's graduation. The backdrop is a cascade of confetti in the university colors, interspersed with softly glowing fairy lights. In the center, a high-resolution photograph of a smiling, cap-and-gown-clad graduate, radiating joy. The words 'Happy Graduation' arch over her in bold, celebratory font, with 'Greetings' playfully scrawled below in a handwriting style. Balloons and graduation caps are whimsically scattered around, adding a final touch of mirth to the overall design."
00183,Posts,Create a LinkedIn post to congratulate a woman on her new job and wish her success in her future career. The post should highlight the woman's passion and drive. The company name and website should be included.,"A triumphant woman, her eyes sparkling with passion and determination, stands against the backdrop of a bold, modern office setting. The company logo, shining brightly, is visible behind her, the name ""Innovative Solutions"" proudly displayed. A congratulatory message floats in the foreground - ""Congratulations on your new role at Innovative Solutions! Your relentless drive and passion will undoubtedly lead you to great success. Visit us at www.innovativesolutions.com to embark on your journey."""
00184,Posts,"Create an announcement for a charity fair seeking volunteers and donors. The event details are on October 12th, 20XX, at 123 Anywhere St, Anycity, from 5 PM - 8 PM. The design features a red heart and hands to showcase the message of helping and supporting the nonprofit organization.","An inviting poster announcing a charity fair on October 12th, 20XX, from 5 PM - 8 PM at 123 Anywhere St, Anycity. The vibrant design spotlights a bold, red heart cradled by warm, welcoming hands, symbolizing the essence of love, support, and generosity. The appeal for volunteers and donors is creatively integrated within the design, encouraging community participation and support for the noble cause."
00185,Posts,Create an Instagram story to promote an antique cutlery collection with a discount offer of up to 55% off. The promotion is for an antique shop and includes a website address for purchasing. The promotion is sponsored by 'Your Name'.,"An alluring Instagram story showcasing a meticulously arranged antique cutlery collection, each piece radiating an old-world charm. The backdrop reveals a rustic, vintage-themed antique shop. A captivating text overlay announces 'Up to 55% off' in an elegant script, lending a sense of urgency. At the bottom, a classy, easy-to-read website address invites viewers to make their purchase. In the corner, the proud sponsor - 'Your Name' - is elegantly displayed."
00186,Posts,Create an Instagram story advertisement for a vintage store with a cozy fireplace theme. Encourage customers to visit the store by emphasizing the classic and classy nature of the products.,"An intimate, warmly-lit vintage store, filled with timeless and classy antiques. A cozy fireplace, crackling with inviting flames, serves as the centerpiece. The soft glow reflects off polished mahogany furniture, beautifully aged books, and glinting vintage jewelry. A text overlay, elegantly invites, ""Experience the classic charm. Visit us today."""
00187,Posts,Create an Instagram story to advertise a sale in an antique store with a postmodern and artistic statue. The discount is 50% off and includes a swipe up option for more information.,"An artsy Instagram story teasing a 50% off sale in a vintage antique store. A postmodern statue, a blend of chaotic curves and sharp angles, stands as the centerpiece in the weathered store. The faint glow of antique lamps casts dramatic shadows, accentuating the statue's abstract beauty. The words ""Swipe Up for More!"" are artistically superimposed, the text dancing playfully around the screen."
00188,Posts,Promote a sale for an antique camera store with a vintage design. The offer is a 50% discount on 'Your Antique' camera. Encourage customers to visit the store by swiping up.,"Visualize a nostalgic image of an old-timey antique camera store. Filled with sepia-toned shelves stacked with a variety of unique, vintage cameras. The centerpiece is the 'Your Antique' camera, its brass body gleaming under a spotlight. A large, classic banner unfurls across the image, declaring ""50% off"", its letters dancing in an enticing, old-fashioned font. At the bottom, a classic hand beckons you to swipe up, suggesting an adventure into the past."
00189,Posts,"Create an Instagram story ad for an antique shop, promoting the sale of a timeless typewriter. Encourage customers to visit the store by swiping up on the story.","An Instagram story ad set in a charming, dimly lit antique shop. A gleaming, vintage typewriter sits majestically at the center, its keys beckoning stories yet untold. A captivating caption reads, 'Own a piece of timeless elegance.' A tasteful 'Swipe Up' animation invites customers to a journey back in time."
